TIMESTAMP,CW_MIN,CW_MAX,N_OF_STATIONS,SEED,P_COLL,THR,FAILED_TRANSMISSIONS,SUCCEEDED_TRANSMISSIONS
1598804973.9440756,63,1023,5,330,0.1039,28.10307072,27682,238647
1598805163.1928067,63,1023,10,330,0.1922,28.87345664,58330,245189
1598805453.3315551,63,1023,20,330,0.2986,28.16359936,101834,239161
1598805867.640537,63,1023,50,330,0.4501,25.83042048,179574,219348
1598806207.0681267,127,1023,5,33,0.0583,25.10796288,13211,213213
1598806424.077245,127,1023,10,33,0.1140,27.92654848,30511,237148
1598806699.3950782,127,1023,20,33,0.1993,28.78089728,60838,244403
1598807105.8021016,127,1023,50,33,0.3500,27.4946048,125708,233480
1598807457.0639055,127,1023,5,66,0.0572,25.11538176,12951,213276
1598807632.3557916,127,1023,10,66,0.1142,27.92749056,30576,237156
1598807930.57135,127,1023,20,66,0.2010,28.7293184,61376,243965
1598808342.244342,127,1023,50,66,0.3494,27.50261248,125420,233548
1598808683.5585423,127,1023,5,99,0.0576,25.12280064,13029,213339
1598808870.378688,127,1023,10,99,0.1153,27.91583232,30904,237057
1598809172.2486665,127,1023,20,99,0.2010,28.73779712,61410,244037
1598809563.3835,127,1023,50,99,0.3504,27.48624384,125927,233409
1598809893.499173,127,1023,5,132,0.0578,25.11161344,13070,213244
1598810100.381712,127,1023,10,132,0.1155,27.90064128,30945,236928
1598810376.6063225,127,1023,20,132,0.2012,28.72719872,61431,243947
1598810787.3827467,127,1023,50,132,0.3495,27.50979584,125510,233609
1598811135.2503777,127,1023,5,165,0.0577,25.11420416,13054,213266
1598811326.7498672,127,1023,10,165,0.1163,27.88698112,31154,236812
1598811611.6760612,127,1023,20,165,0.2022,28.71294976,61781,243826
1598812011.998361,127,1023,50,165,0.3499,27.50214144,125706,233544
1598812350.523597,127,1023,5,198,0.0571,25.1376384,12932,213465
1598812544.9746,127,1023,10,198,0.1153,27.90605824,30884,236974
1598812826.3693397,127,1023,20,198,0.1996,28.77065216,60937,244316
1598813240.0190868,127,1023,50,198,0.3503,27.48188672,125819,233372
1598813565.4979339,127,1023,5,231,0.0572,25.15330048,12957,213598
1598813790.781505,127,1023,10,231,0.1155,27.89805056,30947,236906
1598814061.9859686,127,1023,20,231,0.2006,28.74121216,61247,244066
1598814464.1882277,127,1023,50,231,0.3504,27.48600832,125892,233407
1598879420.9908519,127,1023,5,264,0.0572,25.14870784,12959,213559
1598879669.5247972,127,1023,10,264,0.1140,27.94586112,30534,237312
1598879884.632346,127,1023,20,264,0.2003,28.7340288,61119,244005
1598880317.87068,127,1023,50,264,0.3506,27.47717632,125961,233332
1598880651.822507,127,1023,5,297,0.0573,25.1429376,12981,213510
1598880855.2581818,127,1023,10,297,0.1145,27.92278016,30671,237116
1598881146.9277494,127,1023,20,297,0.2009,28.73532416,61355,244016
1598881544.774622,127,1023,50,297,0.3503,27.4804736,125834,233360
1598881873.8739567,127,1023,5,330,0.0584,25.08959232,13224,213057
1598882084.40622,127,1023,10,330,0.1149,27.91606784,30762,237059
1598882355.9381986,127,1023,20,330,0.2008,28.74027008,61329,244058
1598882762.9786637,127,1023,50,330,0.3509,27.47270144,126108,233294
1598883037.207542,255,1023,5,33,0.0287,20.33785856,5098,172706
1598883224.6137798,255,1023,10,33,0.0645,25.01092864,14637,212389
1598883501.9379895,255,1023,20,33,0.1216,27.82009344,32692,236244
1598883907.63411,255,1023,50,33,0.2446,28.53654528,78476,242328
1598884182.4913652,255,1023,5,66,0.0301,20.30229504,5359,172404
1598884363.7545795,255,1023,10,66,0.0648,24.97253888,14694,212063
1598884636.675348,255,1023,20,66,0.1207,27.83481344,32446,236369
